0	0.579882	-0.501662	-0.641928
1	0.411332	-0.24974	-1.59489
2	0.445919	-0.165345	-0.599053
3	0.517414	-0.0442968	0.391015
4	1.1525	-0.148028	-0.374425
5	0.886806	-0.843806	-1.04173
6	0.254818	-0.364121	-0.433049
7	0.0520467	-0.582849	-1.38753
8	0.0932549	0.130285	-0.687719
9	0.109005	0.0728012	0.310503
10	-0.728431	0.336085	-0.168436
11	-1.25375	0.206478	-1.00941
12	-1.44419	0.137061	-1.98865
13	-1.59778	-0.448225	-1.19251
14	-2.09142	-1.28026	-0.939428
15	-1.82165	-2.22307	-1.13521
16	-2.37146	-2.94981	-1.54698
17	-1.67453	-2.26755	-1.76791
18	-1.7343	-2.32792	-2.7643
19	-2.65993	-2.70348	-2.71773
20	-2.62957	-2.93774	-3.68943
21	-2.20988	-3.3667	-2.88952
22	-2.62594	-3.03265	-3.73527
23	-2.62084	-3.03358	-2.73529
24	-2.86194	-3.5846	-3.53419
25	-3.26266	-3.59826	-2.61809
26	-2.45532	-3.14455	-2.24079
27	-1.50208	-2.86124	-2.13559
28	-2.36921	-2.43451	-1.87868
29	-2.17697	-1.7982	-1.13158
30	-2.0883	-0.83498	-1.38523
31	-1.97292	-0.536908	-0.437686
32	-2.8727	-0.97178	-0.401928
33	-3.16034	-0.150478	0.0907454
34	-3.57121	-1.06215	0.0847527
35	-4.15951	-1.39361	-0.652837
36	-3.9762	-1.7515	0.262759
37	-3.17138	-1.28297	-0.101579
38	-3.40539	-1.02376	0.835462
39	-4.0946	-0.523494	1.3596
40	-4.74738	-0.264426	0.64773
41	-4.67163	0.730172	0.576764
42	-4.6088	-0.0817445	-0.00361859
43	-5.11729	-0.942698	0.0102864
44	-4.79778	-1.33463	0.873015
45	-4.59266	-2.1651	0.355083
46	-5.41326	-1.80416	-0.0880371
47	-5.92255	-2.64292	-0.28069
48	-6.81228	-2.98872	0.0173074
49	-7.14089	-3.81323	-0.443336
50	-7.45261	-3.31453	-1.25212
51	-7.99824	-4.14814	-1.16622
52	-7.88575	-4.20301	-0.174088
53	-8.00416	-3.94323	-1.13247
54	-8.12516	-3.56445	-2.05001
55	-8.40341	-3.39183	-1.10514
56	-8.42476	-2.39324	-1.15378
57	-7.46097	-2.63295	-1.03693
58	-7.85553	-2.03973	-0.335206
59	-8.35949	-1.77505	0.486968
60	-7.8088	-1.32916	1.19261
61	-8.32209	-1.26505	2.04842
62	-8.35066	-1.18751	3.045
63	-8.0249	-1.37925	3.97081
64	-8.68142	-0.708647	4.31618
65	-8.62253	-0.70212	5.31443
66	-8.10159	0.0158886	4.85282
67	-8.13257	0.378354	3.92134
68	-8.26267	0.660596	4.87182
69	-8.11322	0.737052	3.88601
70	-8.07329	1.6094	3.39875
71	-8.4408	1.87643	2.50789
72	-8.42249	1.89661	3.50752
73	-8.40298	1.88172	2.50782
74	-8.88161	1.76771	3.37841
75	-8.64989	1.74534	2.40588
76	-8.70183	1.86046	1.41389
77	-7.83384	1.45095	1.69476
78	-6.99145	0.912119	1.68844
79	-6.64886	0.667422	0.781385
80	-6.15272	0.200063	1.51311
81	-6.40032	0.0876308	2.47543
82	-6.6671	0.454812	1.58436
83	-7.17271	0.284217	2.43009
84	-7.34062	1.09357	1.86728
85	-7.7177	1.72385	2.54593
86	-7.76892	2.71258	2.6866
87	-6.89853	3.05154	3.04371
88	-6.82538	3.01971	4.04053
89	-7.04592	2.92873	5.01165
90	-7.12049	2.87588	4.01584
91	-6.63973	2.47976	4.79812
92	-6.96061	2.59366	5.73836
93	-6.66636	3.54601	5.8187
94	-7.50059	3.94522	5.43831
95	-8.19533	3.40945	4.95842
96	-7.70399	3.44005	4.08798
97	-7.4509	3.77625	3.18084
98	-8.44488	3.83527	3.08849
99	-7.68572	3.23764	2.83057
