-0.000924034 0
-0.0524516 0.0364355
-0.078907 0.0325056
-0.0989051 0.0299046
-0.112154 0.0266976
-0.124308 0.0248611
-0.141862 0.0267997
-0.159174 0.0284983
-0.169195 0.0270361
-0.176745 0.025365
-0.187064 0.0250703
-0.19819 0.0253296
-0.205251 0.0243455
-0.212133 0.0235591
-0.21813 0.0227391
-0.222281 0.0216935
-0.22586 0.0207105
-0.231077 0.0202063
-0.235948 0.0197211
-0.23932 0.0190212
-0.244017 0.0186864
-0.24889 0.0184614
-0.253166 0.0181473
-0.255471 0.0175369
-0.258935 0.0171741
-0.260871 0.0166224
-0.264745 0.0164519
-0.267931 0.0161699
-0.269737 0.0157128
-0.27108 0.0152464
-0.272467 0.0148175
-0.273907 0.0144242
-0.275069 0.0140339
-0.275958 0.0136492
-0.276504 0.0132702
-0.27642 0.0129018
-0.27639 0.0125531
-0.277144 0.0122454
-0.277732 0.0119455
-0.278191 0.0116557
-0.278894 0.0113926
-0.279336 0.0111299
-0.279936 0.0108872
-0.280615 0.0106609
-0.281847 0.010495
-0.283526 0.0104004
-0.285167 0.0103076
-0.286336 0.010159
-0.286952 0.00997035
-0.288044 0.00983047
-0.289662 0.00977001
-0.29076 0.0096437
-0.291666 0.00950414
-0.292935 0.0094125
-0.293753 0.00927681
-0.294096 0.0091175
-0.294511 0.00896698
-0.295029 0.00882734
-0.295676 0.00870137
-0.29635 0.00858242
-0.297054 0.00847059
-0.297473 0.0083443
-0.298682 0.00829908
-0.299796 0.00824377
-0.299849 0.00811711
-0.300434 0.00801514
-0.301351 0.00794783
-0.301751 0.00784099
-0.30236 0.00775096
-0.302894 0.00765864
-0.30353 0.00757714
-0.304445 0.00752696
-0.305072 0.0074499
-0.30542 0.00735734
-0.305952 0.00727847
-0.306755 0.00722684
-0.3075 0.00717129
-0.30826 0.00711949
-0.308846 0.00705346
-0.309564 0.00700178
-0.310084 0.0069346
-0.310482 0.00686144
-0.310788 0.00678558
-0.311099 0.00671193
-0.311495 0.00664462
-0.311711 0.00657089
-0.312106 0.00650723
-0.312288 0.00643581
-0.312425 0.00636495
-0.312576 0.00629603
-0.31259 0.00622686
-0.312775 0.00616193
-0.312983 0.0060992
-0.312912 0.00603474
-0.3131 0.00597415
-0.313397 0.00591928
-0.313483 0.00585888
-0.313638 0.00580115
-0.313902 0.00574856
-0.314224 0.00570009
