0.018 0
0.914708 0.634069
1.22286 0.491924
1.38373 0.394371
1.48153 0.327399
1.54996 0.279894
1.60773 0.245797
1.65524 0.219617
1.68883 0.197767
1.71512 0.179729
1.74082 0.165217
1.76474 0.153171
1.78268 0.142435
1.79883 0.133175
1.8129 0.125037
1.82411 0.117724
1.83389 0.111204
1.84463 0.105544
1.85445 0.100444
1.86229 0.0957274
1.871 0.0915639
1.87952 0.0877979
1.88716 0.0843123
1.89253 0.0809701
1.89881 0.0779743
1.90335 0.0751072
1.90962 0.0725874
1.91505 0.0701979
1.91896 0.0678857
1.92224 0.0657022
1.92544 0.0636608
1.92859 0.0617491
1.93136 0.0599398
1.93375 0.0582248
1.93573 0.0565947
1.93699 0.0550366
1.93822 0.053563
1.94017 0.052189
1.94191 0.0508797
1.94345 0.049631
1.94519 0.0484508
1.94661 0.0473182
1.94815 0.0462427
1.94972 0.0452185
1.9518 0.0442614
1.95429 0.0433694
1.95672 0.0425146
1.95865 0.0416724
1.95998 0.0408433
1.96176 0.0400651
1.96404 0.0393444
1.96578 0.0386264
1.9673 0.0379274
1.96916 0.0372707
1.97056 0.0366192
1.97146 0.0359763
1.9724 0.0353575
1.97343 0.0347629
1.97457 0.0341924
1.97572 0.0336419
1.97689 0.0331107
1.97775 0.0325879
1.97939 0.0321118
1.98093 0.0316468
1.9814 0.0311634
1.98237 0.0307062
1.98367 0.0302756
1.98444 0.0298402
1.98541 0.0294234
1.9863 0.0290164
1.98727 0.0286241
1.98851 0.0282535
1.98947 0.0278826
1.99013 0.0275137
1.99096 0.0271595
1.99206 0.0268243
1.9931 0.0264958
1.99414 0.0261767
1.995 0.0258595
1.99599 0.0255551
1.99677 0.0252516
1.99743 0.0249521
1.99798 0.0246577
1.99853 0.0243703
1.99917 0.0240919
1.99962 0.0238159
2.00024 0.0235503
2.00064 0.0232861
2.00099 0.0230271
2.00136 0.0227742
2.00158 0.022525
2.00196 0.0222834
2.00237 0.0220476
2.00249 0.0218133
2.00287 0.0215869
2.00335 0.0213675
2.00362 0.0211489
2.00395 0.0209357
2.00439 0.0207288
2.00488 0.0205274
