0.000511208 0
0.0255379 0.0176965
0.033601 0.0135103
0.038158 0.0108741
0.0425998 0.00956353
0.046108 0.008589
0.0473771 0.00745518
0.0483153 0.00658205
0.0509307 0.0063491
0.0536067 0.00625275
0.0546594 0.00577224
0.0547321 0.00529168
0.0552155 0.00490666
0.0553546 0.00455815
0.0554184 0.00425472
0.0557643 0.00400284
0.0560469 0.00377734
0.0557951 0.00357587
0.055676 0.00338965
0.0561155 0.00324853
0.0564133 0.00310746
0.0567599 0.00298547
0.0573593 0.00291522
0.0583825 0.00296791
0.0589252 0.00289838
0.0594627 0.00283631
0.0592581 0.00273863
0.0590785 0.00264671
0.0592137 0.00255889
0.0593612 0.00247785
0.0592861 0.00239905
0.058984 0.00234303
0.0586114 0.00230146
0.0582757 0.00225812
0.0580793 0.00220213
0.0580967 0.00214102
0.0580943 0.00208316
0.0578743 0.00203992
0.0577336 0.00199246
0.0577427 0.00194267
0.057841 0.00189777
0.0581099 0.00187155
0.0583648 0.0018453
0.0585282 0.00181058
0.0584594 0.00177166
0.0582585 0.0017445
0.058157 0.00171033
0.0582991 0.00168059
0.0586563 0.00168382
0.0589278 0.00167189
0.0590399 0.00164286
0.0592037 0.00161941
0.0592973 0.00159156
0.0591768 0.00156665
0.0590748 0.00154148
0.059031 0.00151458
0.0589124 0.00149264
0.0587249 0.00147863
0.0585176 0.00146804
0.0583815 0.00144987
0.0583553 0.00142633
0.0584702 0.00140795
0.0584182 0.00138656
0.0583997 0.00136502
0.0586418 0.00136532
0.0587285 0.00134738
0.0586792 0.00132818
0.0587201 0.00130927
0.0587046 0.00129039
0.0587093 0.00127197
0.0587097 0.00125405
0.0586748 0.00123712
0.0587406 0.00122193
0.0588784 0.00121316
0.0589314 0.00119814
0.0588748 0.00118371
0.0588189 0.00116966
0.0587857 0.00115513
0.0588149 0.00114088
0.0588165 0.00112662
0.0588579 0.00111347
0.058933 0.00110242
0.0590277 0.0010932
0.0590921 0.00108208
0.0590958 0.00106936
0.0591001 0.00105693
0.0590357 0.00104674
0.0590098 0.00103517
0.0589839 0.00102386
0.0589403 0.00101341
0.0589174 0.00100253
0.0588559 0.000993521
0.0588131 0.000983759
0.058861 0.000974458
0.0588568 0.00096421
0.0588396 0.00095432
0.0588923 0.000945939
0.058934 0.000937202
0.0589347 0.000927736
0.0588993 0.000919135
