0.012 0
0.609806 0.422712
0.815237 0.327949
0.922484 0.262914
0.987684 0.218266
1.03331 0.186596
1.07182 0.163865
1.1035 0.146412
1.12589 0.131845
1.14341 0.119819
1.16055 0.110145
1.17649 0.102114
1.18845 0.0949566
1.19922 0.088783
1.2086 0.0833577
1.21608 0.0784825
1.22259 0.0741361
1.22976 0.0703625
1.2363 0.0669627
1.24153 0.0638183
1.24733 0.0610426
1.25301 0.058532
1.25811 0.0562082
1.26169 0.0539801
1.26587 0.0519829
1.2689 0.0500715
1.27308 0.0483916
1.2767 0.0467986
1.27931 0.0452571
1.28149 0.0438015
1.28363 0.0424406
1.28573 0.041166
1.28757 0.0399599
1.28917 0.0388165
1.29048 0.0377298
1.29133 0.0366911
1.29215 0.0357087
1.29345 0.0347927
1.29461 0.0339198
1.29563 0.0330873
1.29679 0.0323006
1.29774 0.0315455
1.29876 0.0308285
1.29981 0.0301456
1.3012 0.0295076
1.30286 0.028913
1.30448 0.0283431
1.30576 0.0277816
1.30665 0.0272289
1.30784 0.0267101
1.30936 0.0262296
1.31052 0.025751
1.31153 0.025285
1.31278 0.0248471
1.31371 0.0244128
1.3143 0.0239842
1.31493 0.0235717
1.31562 0.0231753
1.31638 0.0227949
1.31715 0.022428
1.31793 0.0220738
1.3185 0.0217253
1.31959 0.0214078
1.32062 0.0210978
1.32093 0.0207756
1.32158 0.0204708
1.32245 0.0201837
1.32296 0.0198935
1.32361 0.0196156
1.3242 0.0193442
1.32485 0.0190827
1.32568 0.0188357
1.32631 0.0185884
1.32675 0.0183424
1.32731 0.0181063
1.32804 0.0178829
1.32873 0.0176639
1.32943 0.0174511
1.33 0.0172397
1.33066 0.0170367
1.33118 0.0168344
1.33162 0.0166347
1.33199 0.0164384
1.33235 0.0162469
1.33278 0.0160612
1.33308 0.0158773
1.33349 0.0157002
1.33376 0.0155241
1.334 0.0153514
1.33424 0.0151828
1.33438 0.0150166
1.33464 0.0148556
1.33491 0.0146984
1.335 0.0145422
1.33525 0.0143913
1.33557 0.014245
1.33575 0.0140993
1.33597 0.0139571
1.33626 0.0138192
1.33659 0.0136849
