9.8999728 98.0094623 98.0094623
9.8318950 96.6707936 96.6661590
9.7067626 94.2556453 94.2212393
9.6579314 93.3085967 93.2756388
9.7360173 94.8407880 94.7900321
9.7260889 94.6395957 94.5968062
9.7954748 96.0168895 95.9513264
9.7854206 95.8125326 95.7544573
9.7736202 95.5763878 95.5236513
9.7559594 95.2290136 95.1787436
9.7440311 94.9932650 94.9461422
9.7312960 94.7431020 94.6981221
9.7681784 95.4751530 95.4173093
9.7653056 95.4150126 95.3611933
9.7774259 95.6503458 95.5980579
9.7549270 95.2152134 95.1586004
9.7204125 94.5587614 94.4864185
9.7340127 94.8224720 94.7510038
9.7421125 94.9776432 94.9087556
9.7732868 95.6010425 95.5171344
9.7684529 95.5030518 95.4226720
9.7556019 95.2519619 95.1717675
9.7357837 94.8708320 94.7854836
9.7386932 94.9241321 94.8421452
9.7460085 95.0646730 94.9846812
9.7499985 95.1397835 95.0624704
9.7674053 95.4845349 95.4022072
9.7639386 95.4142083 95.3344964
9.7579909 95.2963400 95.2183863
9.7434898 95.0170463 94.9355928
9.7369952 94.8891673 94.8090760
9.7386390 94.9187617 94.8410895
9.7559177 95.2628022 95.1779300
9.7514263 95.1733572 95.0903156
9.7572329 95.2854086 95.2035932
9.7526333 95.1941392 95.1138560
9.7424460 94.9971026 94.9152531
9.7414944 94.9764414 94.8967123
9.7418872 94.9820570 94.9043664
9.7428616 94.9991373 94.9233520
9.7533559 95.2062925 95.1279504
9.7510815 95.1602792 95.0835903
9.7517543 95.1716358 95.0967113
9.7457495 95.0544047 94.9796326
9.7430645 95.0007335 94.9273058
9.7484215 95.1048453 95.0317224
9.7451628 95.0402530 94.9681975
9.7350947 94.8473878 94.7720692
9.7469564 95.0836943 95.0031593
9.7482249 95.1068921 95.0278889
9.7511913 95.1636255 95.0857314
9.7482610 95.1054275 95.0285935
9.7505724 95.1493236 95.0736615
9.7478025 95.0943220 95.0196544
9.7451055 95.0407834 94.9670806
9.7464114 95.0650156 94.9925351
9.7481261 95.0973355 95.0259620
9.7503179 95.1391165 95.0686997
9.7433725 95.0053280 94.9333068
9.7454869 95.0455997 94.9745151
9.7442152 95.0197467 94.9497304
9.7438215 95.0109548 94.9420583
9.7463195 95.0589345 94.9907447
9.7559123 95.2507457 95.1778241
9.7520936 95.1760621 95.1033291
9.7495419 95.1256213 95.0535671
9.7470202 95.0758007 95.0044022
9.7482500 95.0988279 95.0283781
9.7481411 95.0956839 95.0262543
9.7539117 95.2095282 95.1387928
9.7565092 95.2596838 95.1894723
9.7497556 95.1302091 95.0577344
9.7455656 95.0487947 94.9760488
9.7448398 95.0337050 94.9619037
9.7494790 95.1247783 95.0523416
9.7500515 95.1350123 95.0635042
9.7503210 95.1393450 95.0687601
9.7555088 95.2417041 95.1699518
9.7487594 95.1127076 95.0383104
9.7465277 95.0686621 94.9948013
9.7498613 95.1336336 95.0597956
9.7490032 95.1160603 95.0430632
9.7437347 95.0147587 94.9403649
9.7450580 95.0398098 94.9661563
9.7435744 95.0102140 94.9372421
9.7495343 95.1285608 95.0534182
9.7502616 95.1419266 95.0676022
9.7465184 95.0693190 94.9946202
9.7519503 95.1769903 95.1005343
9.7528237 95.1932444 95.1175700
9.7486182 95.1119907 95.0355561
9.7488336 95.1153650 95.0397570
9.7467556 95.0744363 94.9992440
9.7530966 95.2010256 95.1228937
9.7549245 95.2361760 95.1585525
9.7514848 95.1693944 95.0914555
9.7525291 95.1890647 95.1118246
9.7530251 95.1979746 95.1214988
9.7516784 95.1711121 95.0952310
9.7513553 95.1640623 95.0889297
