-6.6030197 43.5998694 43.5998694
-6.6206847 43.8337781 43.8334660
-6.6470087 44.1843181 44.1827241
-6.6560006 44.3037819 44.3023439
-6.6395733 44.0861631 44.0839333
-6.6415204 44.1116710 44.1097938
-6.6274562 43.9259720 43.9231762
-6.6309535 43.9720767 43.9695448
-6.6336317 44.0073775 44.0050695
-6.6371835 44.0543958 44.0522051
-6.6403175 44.0959064 44.0938166
-6.6431718 44.1337364 44.1317312
-6.6361930 44.0414928 44.0390574
-6.6365479 44.0460306 44.0437675
-6.6338123 44.0096825 44.0074655
-6.6382750 44.0690716 44.0666944
-6.6454925 44.1656412 44.1625704
-6.6427538 44.1292053 44.1261775
-6.6409148 44.1046792 44.1017500
-6.6344629 44.0196712 44.0160975
-6.6357188 44.0361990 44.0327639
-6.6389549 44.0792212 44.0757223
-6.6433965 44.1384983 44.1347175
-6.6429223 44.1320451 44.1284167
-6.6415389 44.1135682 44.1100390
-6.6404989 44.0996464 44.0962259
-6.6367867 44.0505903 44.0469382
-6.6371965 44.0559035 44.0523773
-6.6384033 44.0718442 44.0683988
-6.6412203 44.1093681 44.1058074
-6.6427788 44.1300286 44.1265099
-6.6425233 44.1265263 44.1231155
-6.6386036 44.0748564 44.0710573
-6.6391681 44.0822512 44.0785534
-6.6378190 44.0642950 44.0606409
-6.6387469 44.0765430 44.0729603
-6.6407312 44.1029380 44.0993104
-6.6409559 44.1058297 44.1022957
-6.6408472 44.1042957 44.1008519
-6.6405834 44.1007085 44.0973480
-6.6385424 44.0736906 44.0702455
-6.6388649 44.0778947 44.0745273
-6.6384837 44.0727615 44.0694664
-6.6396445 44.0881569 44.0848787
-6.6400599 44.0936089 44.0903960
-6.6385603 44.0737275 44.0704832
-6.6392648 44.0830346 44.0798365
-6.6413328 44.1106345 44.1073020
-6.6389318 44.0789565 44.0754153
-6.6386241 44.0748054 44.0713303
-6.6380214 44.0667536 44.0633286
-6.6386973 44.0756844 44.0723020
-6.6383865 44.0714996 44.0681759
-6.6390036 44.0796511 44.0763688
-6.6395234 44.0865079 44.0832707
-6.6392233 44.0824710 44.0792866
-6.6388738 44.0777809 44.0746456
-6.6383443 44.0707128 44.0676155
-6.6399482 44.0921054 44.0889114
-6.6397025 44.0887934 44.0856491
-6.6399246 44.0916949 44.0885992
-6.6400502 44.0933139 44.0902672
-6.6393741 44.0843157 44.0812890
-6.6372563 44.0564334 44.0531715
-6.6380982 44.0676055 44.0643484
-6.6387518 44.0762606 44.0730250
-6.6394115 44.0850013 44.0817853
-6.6391304 44.0812259 44.0780519
-6.6390806 44.0805188 44.0773906
-6.6379121 44.0650551 44.0618774
-6.6373333 44.0573492 44.0541928
-6.6386416 44.0747969 44.0715628
-6.6394871 44.0860301 44.0827888
-6.6397861 44.0899631 44.0867591
-6.6388285 44.0772728 44.0740437
-6.6386735 44.0751737 44.0719853
-6.6386013 44.0741740 44.0710266
-6.6376187 44.0611631 44.0579817
-6.6391619 44.0817980 44.0784711
-6.6397597 44.0897229 44.0864094
-6.6390938 44.0808750 44.0775669
-6.6390893 44.0807744 44.0775067
-6.6401499 44.0949114 44.0915907
-6.6399478 44.0921918 44.0889073
-6.6403422 44.0974037 44.0941448
-6.6392161 44.0825188 44.0791900
-6.6391078 44.0810435 44.0777520
-6.6398974 44.0915456 44.0882372
-6.6388578 44.0777995 44.0744332
-6.6387125 44.0758350 44.0725042
-6.6396249 44.0879883 44.0846192
-6.6396230 44.0879262 44.0845937
-6.6400805 44.0939856 44.0906697
-6.6389264 44.0787489 44.0753444
-6.6388172 44.0772630 44.0738932
-6.6396254 44.0880223 44.0846256
-6.6394373 44.0854926 44.0821274
-6.6393887 44.0848130 44.0814819
-6.6396350 44.0880562 44.0847529
-6.6397086 44.0890015 44.0857306
