0.7919957 0.6272571 0.6272571
0.8030447 0.6450029 0.6448808
0.8207058 0.6742633 0.6735580
0.8271088 0.6847609 0.6841090
0.8157614 0.6665032 0.6654666
0.8171679 0.6686371 0.6677634
0.8077066 0.6536759 0.6523899
0.8096367 0.6566629 0.6555116
0.8110068 0.6587705 0.6577321
0.8130313 0.6619914 0.6610200
0.8150606 0.6652482 0.6643238
0.8170706 0.6684962 0.6676044
0.8125058 0.6612388 0.6601656
0.8125986 0.6613131 0.6603165
0.8108792 0.6584966 0.6575250
0.8135442 0.6628715 0.6618541
0.8184666 0.6712328 0.6698876
0.8166426 0.6682323 0.6669052
0.8154771 0.6662846 0.6650029
0.8112551 0.6596911 0.6581348
0.8120397 0.6609029 0.6594084
0.8141479 0.6643567 0.6628368
0.8170723 0.6692491 0.6676071
0.8167291 0.6686227 0.6670464
0.8158044 0.6670705 0.6655368
0.8151670 0.6659822 0.6644973
0.8126570 0.6620051 0.6604114
0.8128522 0.6622666 0.6607288
0.8136131 0.6634672 0.6619662
0.8155309 0.6666483 0.6650907
0.8165294 0.6682576 0.6667203
0.8163620 0.6679371 0.6664470
0.8138150 0.6639474 0.6622948
0.8141658 0.6644740 0.6628660
0.8132821 0.6630164 0.6614278
0.8138709 0.6639424 0.6623858
0.8151898 0.6661116 0.6645344
0.8153612 0.6663506 0.6648139
0.8152863 0.6661893 0.6646917
0.8151699 0.6659626 0.6645020
0.8138179 0.6637978 0.6622996
0.8139819 0.6640301 0.6625665
0.8137602 0.6636373 0.6622056
0.8145598 0.6649343 0.6635077
0.8148798 0.6654285 0.6640291
0.8139345 0.6638985 0.6624894
0.8143741 0.6645933 0.6632053
0.8157631 0.6669193 0.6654695
0.8142426 0.6645222 0.6629910
0.8140730 0.6642168 0.6627148
0.8136811 0.6635572 0.6620770
0.8141285 0.6642671 0.6628051
0.8139444 0.6639417 0.6625056
0.8143333 0.6645563 0.6631388
0.8146707 0.6650864 0.6636884
0.8144414 0.6646907 0.6633148
0.8141924 0.6642645 0.6629093
0.8138271 0.6636541 0.6623146
0.8148721 0.6653967 0.6640166
0.8146968 0.6650898 0.6637309
0.8148311 0.6652874 0.6639497
0.8149130 0.6653997 0.6640831
0.8144925 0.6647047 0.6633981
0.8131131 0.6625590 0.6611529
0.8136562 0.6634397 0.6620364
0.8140608 0.6640877 0.6626950
0.8144999 0.6647947 0.6634101
0.8143175 0.6644795 0.6631130
0.8143245 0.6644711 0.6631244
0.8135915 0.6632956 0.6619311
0.8132189 0.6626800 0.6613250
0.8140573 0.6640754 0.6626893
0.8145951 0.6649531 0.6635652
0.8147806 0.6652391 0.6638674
0.8141360 0.6642016 0.6628174
0.8140410 0.6640293 0.6626627
0.8139751 0.6639047 0.6625555
0.8133248 0.6628616 0.6614972
0.8143342 0.6645668 0.6631401
0.8147329 0.6652111 0.6637897
0.8142878 0.6644843 0.6630646
0.8142734 0.6644435 0.6630411
0.8149821 0.6656225 0.6641958
0.8148336 0.6653653 0.6639538
0.8151114 0.6658081 0.6644067
0.8143618 0.6646180 0.6631851
0.8142746 0.6644602 0.6630432
0.8148042 0.6653313 0.6639059
0.8141534 0.6642924 0.6628458
0.8140503 0.6641094 0.6626779
0.8146658 0.6651302 0.6636804
0.8146759 0.6651309 0.6636968
0.8149932 0.6656420 0.6642140
0.8142123 0.6644112 0.6629417
0.8141536 0.6643004 0.6628460
0.8146855 0.6651785 0.6637124
0.8145546 0.6649518 0.6634992
0.8144875 0.6648282 0.6633899
0.8146554 0.6650899 0.6636634
0.8146911 0.6651339 0.6637216
