100	37.4783	0.997
99	38.0588	0.9975
98.01	37.0303	0.9955
97.0299	34.754	0.999
96.0596	34.2805	0.9975
95.099	34.0585	0.997
94.148	36.8659	0.997
93.2065	39.7686	0.997
92.2745	37.4555	0.999
91.3517	40.0237	0.9985
90.4382	35.7066	0.9995
89.5338	34.5442	0.9985
88.6385	36.5838	0.9985
87.7521	38.7393	0.9985
86.8746	34.6188	0.998
86.0058	38.0298	0.9985
85.1458	38.1928	0.9985
84.2943	36.7775	0.998
83.4514	37.8956	0.9985
82.6169	35.2585	0.997
81.7907	35.8522	0.999
80.9728	37.5034	0.998
80.1631	41.2512	0.998
79.3614	37.0008	0.9975
78.5678	40.0776	0.9965
77.7821	37.9311	0.9985
77.0043	35.9237	0.997
76.2343	40.4559	0.9955
75.4719	37.6008	0.9985
74.7172	35.0309	0.9985
73.97	36.1532	0.9985
73.2303	35.6935	0.9955
72.498	41.2539	0.9945
71.7731	38.0679	0.9975
71.0553	38.0396	0.996
70.3448	34.0149	0.9945
69.6413	37.032	0.9985
68.9449	33.5625	0.9945
68.2555	33.3854	0.9965
67.5729	36.9767	0.9965
66.8972	39.8448	0.998
66.2282	34.0668	0.997
65.5659	36.079	0.9955
64.9103	36.3153	0.998
64.2612	37.9713	0.997
63.6185	37.8591	0.996
62.9824	37.15	0.995
62.3525	36.5876	0.9955
61.729	36.8142	0.9935
61.1117	37.1841	0.9965
60.5006	33.302	0.9985
59.8956	35.6804	0.9975
59.2966	35.0223	0.9945
58.7037	36.5792	0.994
58.1166	35.0054	0.995
57.5355	38.0611	0.998
56.9601	35.8624	0.996
56.3905	36.5494	0.9965
55.8266	32.2407	0.996
55.2683	33.3573	0.9935
54.7157	38.1371	0.995
54.1685	34.2063	0.997
53.6268	34.9231	0.998
53.0906	36.5557	0.993
52.5596	35.7048	0.9955
52.0341	34.696	0.9965
51.5137	39.276	0.9975
50.9986	39.293	0.9925
50.4886	31.4746	0.994
49.9837	34.5353	0.994
49.4839	36.5058	0.9945
48.989	34.4809	0.9945
48.4991	35.7846	0.9945
48.0141	37.4803	0.9975
47.534	37.509	0.9945
47.0587	38.6317	0.996
46.5881	36.3037	0.994
46.1222	37.2613	0.9945
45.661	34.4421	0.9965
45.2044	38.5952	0.9985
44.7523	38.965	0.995
44.3048	36.3142	0.9945
43.8618	38.0739	0.997
43.4231	38.9614	0.998
42.9889	34.1759	0.99
42.559	36.7923	0.9945
42.1334	32.7711	0.993
41.7121	37.4068	0.995
41.295	35.5693	0.995
40.882	34.8601	0.9935
40.4732	35.9449	0.993
40.0685	34.876	0.994
39.6678	36.1459	0.9965
39.2711	36.259	0.9935
38.8784	36.0695	0.995
38.4896	34.6366	0.993
38.1047	33.6324	0.996
37.7237	34.4203	0.9945
37.3464	37.0325	0.9935
36.973	38.4923	0.9955
36.6032	32.8078	0.9975
36.2372	38.5845	0.992
35.8748	37.4272	0.996
35.5161	36.011	0.995
35.1609	34.3262	0.9925
34.8093	36.9501	0.9935
34.4612	38.9952	0.9925
34.1166	38.2075	0.995
33.7754	38.6108	0.997
33.4377	34.2776	0.994
33.1033	37.8666	0.992
32.7723	38.2116	0.9915
32.4446	33.7436	0.9915
32.1201	38.0777	0.995
31.7989	38.3706	0.994
31.4809	41.3263	0.993
31.1661	34.5649	0.9945
30.8544	37.0822	0.9885
30.5459	33.5177	0.9925
30.2404	38.9859	0.9915
29.938	37.0623	0.9885
29.6387	37.0844	0.9855
29.3423	32.2379	0.992
29.0488	37.8079	0.992
28.7584	37.9813	0.9955
28.4708	37.7727	0.9905
28.1861	35.7823	0.99
27.9042	35.6284	0.9875
27.6252	39.4016	0.992
27.3489	38.3965	0.9905
27.0754	35.5203	0.991
26.8047	36.5179	0.9895
26.5366	35.8395	0.987
26.2713	35.111	0.993
26.0085	36.4696	0.993
25.7485	36.2737	0.9915
25.491	34.8859	0.995
25.2361	39.0338	0.991
24.9837	37.4678	0.9945
24.7339	35.8234	0.9925
24.4865	34.9675	0.9895
24.2417	35.3586	0.9935
23.9992	34.4358	0.99
23.7593	35.5095	0.9935
23.5217	39.2328	0.988
23.2864	37.382	0.992
23.0536	39.0232	0.9875
22.823	36.9198	0.989
22.5948	38.1872	0.9925
22.3689	35.9473	0.991
22.1452	35.6738	0.9865
21.9237	36.2766	0.9915
21.7045	35.7974	0.9885
21.4874	37.0337	0.9915
21.2726	38.0851	0.9905
21.0598	38.1407	0.99
20.8492	39.5809	0.985
20.6408	35.272	0.9905
20.4343	33.5909	0.984
20.23	35.0854	0.99
20.0277	35.6687	0.989
19.8274	35.1109	0.988
19.6292	37.0785	0.9895
19.4329	37.6017	0.989
19.2385	36.5313	0.9905
19.0461	35.7814	0.988
18.8557	35.3943	0.984
18.6671	36.5727	0.992
18.4805	37.1472	0.99
18.2957	32.1462	0.9895
18.1127	33.7881	0.9865
17.9316	38.9427	0.989
17.7523	38.4535	0.9925
17.5747	37.647	0.9865
17.399	35.3829	0.988
17.225	39.1202	0.9835
17.0527	35.4856	0.987
16.8822	37.4902	0.985
16.7134	35.3757	0.978
16.5463	35.6373	0.984
16.3808	34.8182	0.9825
16.217	38.3827	0.9895
16.0548	39.9402	0.99
15.8943	35.4015	0.987
15.7353	36.5777	0.9915
15.578	35.2307	0.9855
15.4222	35.1633	0.9865
15.268	35.5135	0.9845
15.1153	35.5044	0.983
14.9641	35.9607	0.9865
14.8145	38.9488	0.9835
14.6664	35.7015	0.983
14.5197	37.7389	0.9895
14.3745	37.5182	0.9865
14.2307	38.4828	0.986
14.0884	37.4926	0.987
13.9476	35.2301	0.985
13.8081	34.6156	0.984
13.67	35.5877	0.9865
13.5333	38.7475	0.9835
13.398	36.1128	0.989
13.264	34.8226	0.9835
13.1313	36.2915	0.978
13	34.0979	0.982
12.87	38.5421	0.9815
12.7413	34.4457	0.984
12.6139	39.7652	0.9785
12.4878	36.1495	0.976
12.3629	35.8236	0.9835
12.2393	33.7641	0.9785
12.1169	34.9853	0.981
11.9957	36.5286	0.9745
11.8758	38.8657	0.9795
11.757	36.7955	0.979
11.6394	35.1521	0.9785
11.523	35.4895	0.9805
11.4078	33.6723	0.985
11.2937	36.1934	0.979
11.1808	35.7407	0.981
11.069	33.8365	0.979
10.9583	35.8242	0.9775
10.8487	33.0452	0.981
10.7402	32.3873	0.9805
10.6328	35.0462	0.9805
10.5265	36.5519	0.9795
10.4212	36.6898	0.9805
10.317	38.2932	0.977
10.2138	36.1078	0.9775
10.1117	37.8919	0.974
10.0106	38.9203	0.971
9.91048	36.5374	0.976
9.81138	32.723	0.982
9.71326	33.9128	0.979
9.61613	36.3575	0.975
9.51997	32.871	0.982
9.42477	35.9436	0.9725
9.33052	35.9096	0.9805
9.23722	36.1836	0.977
9.14484	36.687	0.9725
9.0534	35.5809	0.9745
8.96286	32.9614	0.972
8.87323	35.2351	0.972
8.7845	34.4848	0.9695
8.69666	33.3743	0.975
8.60969	36.9824	0.9755
