34	30	10	6	22	21	49	0	60	50	52	56	12	38	4	69	55	17	15	66	51	11	26	46	68	35	32	1	36	43	54	7	5	20	13	3	62	57	67	31	16	28	41	25	18	64	48	27	42	37	65	44	29	58	33	19	23	14	9	45	61	40	53	59	63	39	8	24	47	2	
13	36	64	56	16	63	53	22	39	41	51	12	10	67	17	1	45	44	46	49	26	58	23	24	28	27	11	65	7	8	42	55	19	66	37	5	31	32	38	40	54	9	61	3	33	57	21	15	4	34	25	62	20	29	50	2	60	68	35	43	14	18	0	52	30	48	59	69	6	47	
57	19	34	16	61	53	36	37	6	11	26	2	42	39	14	69	46	41	10	38	24	15	20	49	65	17	45	22	29	51	31	18	68	1	7	60	3	43	48	52	59	64	35	27	32	58	33	28	66	4	67	12	63	23	13	30	56	54	0	44	55	8	21	25	40	62	9	5	50	47	
45	32	7	14	22	30	68	40	37	23	49	12	13	17	44	51	66	1	46	16	4	56	64	9	43	15	61	48	65	54	25	67	27	21	0	3	19	55	60	58	18	35	53	39	47	24	52	10	5	28	20	8	62	57	31	59	50	63	6	41	36	42	69	2	26	38	33	29	11	34	
24	26	15	20	10	19	50	3	2	33	41	32	35	34	16	14	12	60	46	40	7	9	8	42	4	54	29	63	68	39	36	22	31	56	45	53	18	44	23	57	66	65	43	52	6	55	5	13	69	25	58	11	1	51	0	30	21	67	37	27	64	48	62	38	59	47	61	49	17	28	
0	31	43	45	17	16	34	56	21	29	15	47	14	22	23	49	8	6	44	25	63	38	55	66	35	12	64	18	9	24	19	40	65	1	32	48	5	26	11	57	27	54	10	50	42	33	69	4	13	67	37	68	7	62	51	41	58	30	59	28	60	61	53	36	52	2	46	3	20	39	
4	33	24	37	56	18	16	17	6	52	34	0	68	22	43	3	9	62	58	20	7	5	36	39	31	51	13	2	27	61	45	28	38	66	1	10	26	46	65	50	67	59	40	19	29	64	30	8	69	23	47	41	14	54	49	53	44	11	21	32	15	63	48	25	60	12	42	35	55	57	
11	2	34	19	28	20	30	38	22	54	32	16	61	56	8	58	15	12	6	0	5	68	63	49	69	44	4	21	53	60	65	27	51	10	26	33	18	37	48	13	29	24	36	64	47	45	3	1	17	40	50	14	52	67	39	41	35	7	31	59	66	25	55	57	46	9	43	42	62	23	
65	39	24	4	40	60	63	57	30	45	14	15	28	25	6	32	68	44	51	56	52	17	66	50	2	69	20	10	21	18	37	7	11	53	29	33	3	47	0	54	59	61	5	67	58	38	12	26	13	48	23	43	1	49	9	19	64	55	41	46	27	62	16	22	35	34	42	36	31	8	
17	68	29	11	0	48	7	44	28	51	25	4	60	37	62	18	65	30	32	56	52	21	14	46	41	2	66	5	39	20	1	6	59	9	43	45	53	50	10	58	40	13	34	61	31	19	33	23	36	49	15	22	8	57	55	47	67	69	35	42	54	27	24	3	12	16	64	63	38	26	
53	44	52	20	66	7	25	50	26	4	11	69	22	62	29	37	1	12	61	60	9	41	27	39	23	14	56	59	43	57	55	10	5	24	31	16	68	64	21	47	36	51	19	8	40	13	35	30	18	42	34	15	38	45	58	33	2	48	49	0	28	54	65	63	6	17	46	32	67	3	
44	42	39	48	63	66	45	1	35	2	37	47	7	0	4	43	36	15	68	53	49	6	11	38	3	25	59	55	14	16	41	54	60	33	32	28	26	31	13	51	58	20	21	62	46	50	57	29	30	18	56	24	34	23	61	19	9	65	10	52	27	12	22	8	64	67	69	5	17	40	
34	51	37	14	60	49	36	10	69	29	44	54	16	58	40	19	24	32	15	46	26	13	31	1	11	3	67	55	23	6	22	5	53	2	12	8	57	61	28	48	39	9	0	18	56	4	30	7	20	41	27	65	66	42	68	64	50	62	63	43	52	45	21	17	25	59	38	47	35	33	
43	48	53	42	19	46	32	10	37	24	52	49	26	13	17	23	62	44	56	6	3	1	39	40	2	51	4	64	69	12	65	50	58	18	66	41	27	25	61	30	5	31	16	11	21	55	22	14	63	33	28	68	34	47	35	8	60	29	54	45	36	59	38	9	0	7	67	20	57	15	
