36	20	18	32	41	10	59	1	31	49	54	24	38	22	29	56	47	16	44	62	37	25	28	6	4	5	61	55	51	63	40	0	66	52	30	33	69	68	19	46	14	35	39	21	50	13	57	64	42	11	45	7	27	3	43	67	17	26	48	8	2	65	9	60	58	23	15	34	53	12	
67	40	51	12	49	22	54	66	29	3	25	60	42	53	35	1	34	43	24	55	27	20	18	59	7	0	38	52	57	56	31	32	9	13	36	16	8	44	4	65	50	21	2	41	28	37	46	5	30	48	69	62	17	11	19	33	61	39	68	14	23	63	6	58	10	47	64	15	26	45	
69	10	6	20	21	4	49	56	54	17	24	38	42	51	33	5	23	25	15	43	47	65	53	62	50	44	66	46	57	22	19	32	45	39	40	68	55	18	61	14	11	7	64	12	13	34	1	2	29	9	52	35	59	16	31	27	26	48	36	0	28	67	58	63	8	30	60	3	37	41	
14	57	60	47	68	0	22	34	16	11	25	52	19	45	31	8	33	55	65	37	44	67	38	12	39	58	54	7	48	61	40	2	36	53	10	20	42	49	23	15	6	5	13	18	41	64	9	1	35	56	43	17	29	32	63	50	62	69	21	28	26	66	59	3	51	4	30	46	24	27	
25	15	36	24	19	40	55	31	35	5	30	60	4	65	50	47	66	23	10	39	27	22	54	7	17	20	6	21	29	53	34	26	44	43	51	11	46	9	63	2	57	33	68	61	64	41	59	45	62	1	28	32	49	56	52	16	48	8	42	3	13	58	69	67	0	38	18	37	12	14	
46	3	45	30	58	26	37	28	69	35	64	19	62	17	21	29	59	66	31	60	63	4	27	16	54	25	34	23	42	10	44	47	43	51	50	55	52	5	13	56	0	24	38	57	6	20	53	12	36	11	18	48	61	32	7	67	15	22	8	39	68	14	9	41	1	65	2	49	40	33	
10	30	60	49	41	25	4	48	59	20	5	26	45	46	29	68	63	52	1	8	57	37	2	33	56	9	14	31	67	16	47	69	15	17	44	0	42	51	62	43	12	55	18	53	65	7	28	58	36	54	23	64	61	66	27	22	50	39	40	35	19	38	13	3	11	24	32	6	34	21	
6	40	29	30	3	61	15	9	38	33	37	48	10	45	22	39	27	55	65	5	13	1	53	35	49	8	24	42	31	36	20	41	34	21	17	16	2	56	67	12	64	68	19	0	51	52	18	62	7	26	47	44	32	23	4	46	66	57	14	43	58	28	25	69	54	11	63	50	59	60	
54	13	64	65	19	52	2	31	33	10	8	14	62	18	34	48	49	58	45	7	30	57	20	39	47	24	28	32	42	67	1	16	60	43	36	63	61	11	59	12	21	55	38	0	17	44	6	66	51	69	25	26	56	46	9	3	5	40	50	68	41	29	22	4	53	35	23	27	37	15	
55	62	53	9	3	17	2	69	13	29	68	26	30	64	59	66	47	36	15	37	25	35	24	63	60	49	58	18	45	38	50	10	8	56	33	16	46	19	5	23	21	27	65	20	48	41	34	57	52	12	6	1	67	54	51	14	39	42	32	7	43	61	22	28	4	31	40	0	44	11	
51	14	25	11	20	59	61	15	9	67	42	69	43	4	38	33	17	23	22	57	40	49	47	31	58	44	13	64	48	41	1	46	8	29	62	2	5	10	50	39	55	65	26	6	16	60	66	52	19	37	30	32	27	34	0	54	3	12	36	7	56	53	18	35	68	24	45	28	21	63	
22	56	8	30	1	58	26	42	45	67	38	17	32	62	12	59	21	6	40	36	52	41	7	51	14	35	5	28	15	49	69	63	0	39	68	60	11	48	64	4	24	31	50	13	33	37	43	65	34	18	16	54	9	25	53	46	29	3	10	55	47	2	20	23	66	57	44	19	61	27	
26	65	1	9	53	46	68	5	67	14	59	44	12	8	17	69	54	62	22	43	2	36	56	21	6	34	11	45	60	29	64	38	18	47	15	50	66	30	32	63	41	19	37	27	58	20	23	33	25	4	49	24	39	51	13	31	3	35	28	10	0	42	7	52	40	57	61	55	16	48	
47	31	5	57	10	12	48	65	7	46	26	52	34	35	64	67	0	41	33	8	32	29	23	3	66	68	61	43	1	14	2	49	60	39	11	58	9	69	55	15	6	27	19	36	20	56	62	40	37	4	25	54	22	16	63	38	28	18	59	45	30	42	51	50	21	17	53	13	24	44	
57	64	53	12	59	54	45	67	1	22	30	43	2	11	26	10	49	0	5	13	55	63	37	7	6	38	32	62	4	17	33	25	14	58	31	46	34	21	56	23	65	52	19	39	18	16	50	24	69	47	40	3	8	28	20	27	36	66	42	68	44	51	61	15	48	60	9	41	35	29	
48	68	57	43	9	27	21	18	64	39	67	7	2	58	46	24	19	16	38	44	31	10	40	11	14	5	45	25	1	12	63	56	33	28	29	32	17	62	41	66	0	30	34	54	6	36	8	42	22	23	3	52	55	61	13	49	59	53	47	35	65	51	37	20	69	15	26	60	4	50	
27	1	54	48	19	22	30	63	2	20	47	40	7	4	14	38	57	52	8	62	42	44	60	50	31	65	61	64	23	58	43	34	25	17	55	12	18	41	59	29	5	26	35	10	46	28	49	67	32	3	24	6	16	21	36	39	69	45	66	37	13	9	11	15	0	68	51	56	53	33	
35	16	25	2	29	10	66	59	40	39	15	48	1	65	18	41	68	27	20	57	0	21	38	11	50	53	26	56	46	30	58	3	54	14	43	36	49	17	6	13	60	42	8	32	44	67	33	23	22	34	24	55	64	63	51	28	45	12	7	5	19	47	37	52	9	4	62	61	69	31	
21	60	29	3	32	61	40	65	36	50	16	9	14	58	30	54	46	55	10	48	45	31	17	12	47	8	53	22	4	41	26	38	25	66	39	23	2	28	35	43	1	68	64	11	5	20	15	67	59	37	7	52	49	44	24	19	13	18	42	34	62	63	6	56	69	57	51	0	33	27	
52	41	12	5	67	33	51	26	20	22	64	35	17	0	2	32	50	27	47	45	24	1	14	69	54	8	34	37	60	7	44	58	23	11	29	19	18	42	30	46	31	4	28	49	43	62	59	38	65	63	13	36	61	66	57	25	48	39	53	10	40	3	16	9	55	15	68	56	6	21	
20	39	4	45	41	22	8	65	26	69	31	40	18	48	13	19	66	64	6	37	62	14	0	61	16	44	2	7	68	47	27	57	42	10	30	43	5	60	55	46	38	15	17	29	54	23	52	53	24	9	32	11	25	12	49	58	3	50	34	63	1	51	33	56	59	21	35	67	28	36	
10	35	18	4	13	29	6	49	14	38	7	65	17	54	48	56	66	19	51	24	63	58	39	16	26	61	55	9	33	64	40	44	28	47	41	12	15	69	52	2	25	42	57	23	22	0	43	30	36	1	53	11	32	21	59	37	50	46	20	31	8	67	60	62	3	68	5	45	34	27	
62	2	21	0	29	12	48	37	13	8	16	50	10	60	14	66	5	26	52	56	18	57	58	47	4	59	55	15	46	20	19	7	27	69	17	33	41	11	45	39	61	64	53	44	28	51	38	6	3	1	36	22	9	49	40	31	32	35	43	67	42	24	68	23	30	54	34	65	25	63	
36	24	59	14	3	26	2	38	10	7	27	21	51	42	46	34	47	20	52	12	50	29	63	67	40	37	44	11	35	54	18	22	32	49	31	43	68	9	56	53	15	13	1	61	58	28	8	41	60	65	23	55	17	5	33	25	48	19	62	4	6	0	64	30	39	45	16	69	66	57	
36	40	8	18	23	15	4	12	68	22	64	33	26	13	19	2	43	67	56	51	45	55	50	58	16	10	30	41	32	59	17	9	27	52	3	39	29	14	35	25	11	7	20	57	34	42	69	44	21	54	0	1	31	28	53	37	60	62	5	66	65	38	47	24	61	6	46	48	49	63	
27	12	30	34	2	37	39	42	3	46	31	14	11	15	13	48	6	19	49	10	59	28	4	1	57	44	58	38	24	50	16	35	67	0	51	22	54	41	29	52	56	40	64	36	53	23	66	20	60	62	8	17	63	7	18	21	26	43	45	68	55	47	65	61	5	33	32	25	69	9	
17	40	2	22	37	60	26	34	19	69	53	45	15	30	33	20	1	42	36	58	9	21	66	16	23	44	24	10	51	4	8	46	47	67	38	65	55	12	64	56	25	6	29	49	63	62	27	52	61	68	5	11	54	59	39	18	0	43	7	50	28	35	57	48	3	32	41	13	14	31	
8	54	29	44	23	21	11	59	12	51	36	65	55	24	17	1	33	61	39	53	58	35	6	37	26	66	63	3	52	47	19	13	32	43	60	5	41	57	30	49	28	10	18	62	34	4	9	64	25	48	67	69	46	56	40	31	45	22	14	7	16	2	42	0	15	38	68	50	27	20	
39	56	9	35	65	37	12	1	32	57	58	2	25	0	26	4	40	36	43	5	7	23	59	27	48	34	67	16	30	42	69	45	21	3	11	44	38	64	51	61	6	50	55	17	52	62	41	53	33	54	46	19	68	22	31	13	18	29	8	47	60	14	63	20	24	15	10	66	49	28	
47	68	24	38	8	20	23	14	15	61	43	66	22	63	44	10	26	57	4	69	7	0	53	13	33	30	51	55	60	19	25	16	36	12	41	31	49	37	65	39	28	46	42	29	6	27	32	58	52	45	56	9	11	17	54	64	35	67	59	18	2	48	3	21	34	1	40	5	62	50	
7	66	69	67	34	30	15	16	62	35	64	55	12	17	46	25	58	47	54	20	40	1	33	29	43	22	2	49	52	42	56	13	10	41	68	23	5	0	45	18	61	9	26	14	39	59	6	57	27	65	31	11	60	51	36	53	32	8	4	19	48	24	3	63	37	28	38	21	50	44	
15	56	42	43	51	36	57	29	34	27	1	10	45	62	59	26	46	11	64	14	21	66	38	40	68	31	18	19	20	16	53	0	22	48	49	47	61	54	65	58	28	23	6	13	39	7	63	24	55	69	25	3	44	37	17	8	52	35	12	67	32	4	33	30	9	5	2	60	50	41	
20	41	44	36	17	14	21	27	54	38	40	9	61	2	62	35	29	63	46	60	18	10	69	55	31	53	51	48	58	6	13	56	8	5	50	24	4	19	12	39	26	22	65	37	3	23	15	67	52	33	59	42	66	0	68	7	47	25	28	1	43	64	49	11	30	16	57	34	45	32	
41	47	44	23	12	50	54	31	24	18	9	29	4	21	6	56	28	33	59	36	3	13	37	39	64	63	60	49	10	34	11	43	48	5	0	35	1	26	62	17	14	2	25	57	52	40	53	58	15	27	42	65	68	55	61	8	46	20	16	51	66	7	30	22	69	67	45	32	38	19	
53	16	12	32	2	14	65	50	35	39	36	57	25	68	10	30	15	5	23	6	63	56	55	17	58	40	33	49	64	62	48	1	11	51	31	61	7	45	9	54	47	8	69	66	4	34	26	29	37	19	21	3	60	20	28	43	42	0	22	52	46	67	41	27	18	59	13	44	38	24	
23	14	16	34	60	15	13	20	40	0	26	11	37	52	53	10	35	65	5	61	27	66	63	62	54	57	69	7	33	32	56	39	68	21	38	19	24	25	36	51	64	43	67	59	6	49	17	31	22	47	41	18	42	28	48	50	45	29	8	55	46	9	30	12	1	2	58	44	4	3	
28	11	61	23	49	56	27	63	44	16	7	59	50	31	1	47	25	69	5	48	65	42	54	55	6	29	34	52	66	0	35	26	30	12	60	3	2	40	57	9	64	51	58	18	39	43	33	38	32	37	20	13	17	4	53	41	68	24	10	19	21	46	36	14	15	22	8	62	67	45	
49	11	1	2	34	41	65	6	53	35	42	15	68	51	21	17	44	60	7	9	61	19	56	40	8	22	27	64	14	37	23	28	69	33	46	62	24	45	29	4	25	47	36	32	13	57	58	67	38	5	18	48	0	10	43	59	31	55	12	3	30	39	50	26	52	20	63	54	66	16	
59	45	20	8	35	11	5	54	34	39	32	24	62	29	22	30	58	19	40	36	9	15	50	57	6	46	14	41	51	33	13	53	66	44	10	43	61	25	4	64	48	0	60	37	3	27	47	65	1	17	26	56	49	52	38	7	69	2	67	55	31	21	12	23	68	16	42	28	63	18	
58	7	62	55	22	5	24	61	65	27	51	14	39	8	1	48	66	37	54	0	4	49	52	16	11	56	29	31	64	50	41	43	44	40	13	2	3	32	57	67	69	35	33	10	45	9	38	19	18	12	46	36	47	17	15	25	60	63	53	42	21	34	59	23	20	68	6	26	28	30	
20	46	32	50	1	6	56	4	58	60	33	23	45	36	35	49	68	42	12	13	15	44	66	64	19	27	65	53	43	17	2	30	57	63	55	31	7	54	18	5	38	29	34	52	59	0	69	9	25	3	8	37	21	26	47	48	62	16	61	51	28	14	40	41	24	22	67	11	10	39	
19	62	33	26	60	43	51	7	24	22	56	54	58	1	42	37	64	5	67	35	36	31	27	18	8	55	13	57	52	14	2	6	17	32	63	69	49	59	48	28	50	45	61	46	11	39	16	65	21	29	41	34	44	10	20	15	3	9	53	66	0	47	25	40	68	23	4	12	38	30	
36	7	41	52	9	65	15	26	47	51	67	12	6	61	63	45	53	55	11	58	43	3	66	22	40	62	19	54	16	46	0	34	68	37	1	56	48	18	32	42	29	30	14	13	50	10	5	60	2	44	8	4	24	27	69	20	28	38	23	21	59	33	64	35	31	39	17	49	57	25	
50	13	36	12	26	62	30	35	61	1	41	25	56	40	64	57	34	45	28	7	21	5	32	43	33	51	37	38	24	18	2	68	58	42	8	6	11	63	65	17	39	55	60	15	31	3	49	66	59	0	14	69	22	47	16	48	27	9	52	23	46	53	44	19	54	67	29	10	20	4	
16	36	62	33	29	39	40	57	0	49	66	19	4	1	17	32	21	65	22	2	15	37	44	61	41	54	56	24	45	43	68	6	34	59	42	13	69	38	28	47	3	11	26	23	50	20	12	48	7	51	14	8	64	46	18	58	63	30	25	55	52	67	53	31	9	27	5	60	10	35	
34	20	1	46	18	22	29	23	21	40	15	37	50	56	27	3	49	26	63	43	69	44	57	5	67	33	12	13	45	35	41	54	2	4	68	31	55	61	0	60	51	58	32	28	19	11	9	64	24	59	14	39	62	65	17	42	36	66	7	53	6	38	47	52	8	16	30	25	48	10	
32	2	42	4	26	11	16	41	63	35	7	34	46	23	64	30	12	48	22	40	27	62	15	54	45	68	19	61	66	1	33	10	14	60	5	18	47	0	13	59	57	24	39	43	28	38	50	55	31	17	3	53	21	52	58	20	49	67	69	8	6	44	56	65	36	51	9	37	25	29	
59	47	69	42	15	22	35	5	29	61	67	66	30	56	52	51	10	3	46	40	33	11	18	25	34	23	16	2	0	28	54	20	6	55	43	50	45	1	32	14	60	8	27	44	24	64	4	49	12	17	31	37	19	26	48	7	68	21	53	36	38	39	41	58	9	65	63	57	13	62	
14	43	39	46	48	55	21	29	67	12	31	7	58	41	52	26	36	10	27	33	62	49	60	66	30	42	37	17	57	16	34	56	64	19	45	2	63	32	4	44	13	28	38	54	47	3	0	61	53	69	20	23	35	40	22	5	6	59	68	11	65	8	51	9	50	18	24	15	25	1	
5	42	56	67	54	65	52	4	8	2	22	17	0	11	18	33	35	23	62	3	31	55	29	45	64	32	44	14	66	37	21	48	36	25	43	30	61	47	26	51	16	15	19	58	59	1	13	10	27	49	57	6	12	40	24	28	34	63	60	46	20	7	69	38	39	68	50	53	41	9	
39	46	21	15	50	45	0	51	60	4	23	56	35	55	65	61	68	8	69	36	25	14	31	12	43	19	47	67	59	41	49	1	16	9	18	3	37	32	30	2	48	13	24	11	28	63	5	66	26	20	44	27	64	58	17	38	53	34	7	54	22	42	62	10	52	33	6	29	40	57	
30	9	56	1	65	29	51	24	3	0	38	49	64	13	11	59	25	50	41	69	20	34	4	23	33	10	12	60	46	36	61	45	21	43	52	58	35	14	44	18	7	54	37	53	40	63	67	6	17	2	55	48	32	27	62	5	47	66	31	28	19	42	26	68	16	8	15	39	22	57	
56	65	44	5	18	34	17	67	36	42	47	23	35	48	12	52	37	4	29	51	30	19	11	68	45	31	25	24	50	26	64	54	6	0	13	28	55	46	62	7	60	15	22	27	49	10	61	32	9	33	39	14	66	58	40	20	8	2	16	41	21	43	63	3	1	53	59	69	38	57	
8	16	57	27	68	11	36	29	3	46	52	17	15	66	4	49	40	47	24	21	34	23	14	5	25	0	10	2	62	37	18	64	38	32	60	69	63	9	31	19	26	12	61	1	65	13	41	44	54	6	43	35	53	58	28	42	56	7	39	51	30	55	48	33	22	67	20	59	50	45	
34	22	43	2	23	13	59	37	44	61	27	63	7	33	60	14	6	54	9	0	41	40	53	21	49	32	46	69	55	4	36	67	30	3	38	64	35	58	68	50	29	5	25	26	45	15	42	8	56	11	65	39	17	24	57	20	18	48	47	62	10	1	28	19	12	31	51	66	16	52	
54	3	25	7	29	33	4	47	17	24	34	1	65	27	66	12	50	16	38	51	32	14	52	41	10	0	43	63	62	44	5	57	45	42	69	49	53	58	68	23	46	56	9	13	6	37	8	28	35	20	39	36	30	59	31	64	40	21	67	55	19	48	15	61	22	2	60	26	18	11	
7	26	66	8	16	21	51	13	54	68	38	52	1	15	53	24	33	39	28	61	41	29	47	25	22	69	9	60	32	6	19	34	5	31	65	0	23	55	50	35	48	17	64	27	2	62	18	44	59	63	56	42	10	45	40	67	46	49	11	20	12	37	14	43	36	57	58	30	3	4	
13	6	37	20	35	23	14	3	5	12	50	60	55	52	26	61	28	32	33	2	67	62	66	11	19	36	45	38	57	46	69	63	15	53	31	16	51	29	30	25	24	1	8	21	7	4	68	10	43	48	42	47	56	18	59	49	44	64	39	0	40	65	34	58	9	54	22	17	27	41	
42	57	37	4	35	43	50	9	6	20	52	40	60	21	46	27	53	49	64	34	56	54	10	26	65	69	45	67	58	18	61	7	68	62	44	5	25	55	8	16	17	32	41	3	13	36	39	19	11	1	48	63	28	14	66	33	29	23	12	38	2	30	15	59	24	31	0	22	47	51	
37	10	9	18	15	21	63	12	0	20	38	57	24	64	69	11	31	66	46	26	22	36	60	1	53	45	33	2	16	54	34	25	5	3	30	43	68	4	58	52	65	28	19	7	41	13	56	23	42	47	40	55	29	27	17	61	8	50	32	48	35	44	62	67	6	39	49	51	59	14	
65	32	54	62	25	34	69	47	9	20	14	33	6	68	18	23	1	7	13	22	2	40	44	41	29	66	45	64	46	4	52	27	30	38	8	58	17	12	24	10	51	37	60	5	26	61	43	31	50	55	28	48	21	15	42	49	53	11	36	56	57	35	0	39	3	16	59	63	19	67	
65	51	64	4	33	41	12	15	55	57	52	7	60	66	48	24	28	38	53	32	45	5	29	25	13	21	58	17	9	10	47	26	39	6	37	2	0	43	27	46	30	40	1	14	56	22	19	61	62	3	69	35	31	23	67	36	11	59	50	44	18	34	16	42	49	68	20	63	8	54	
12	21	66	49	52	27	30	67	69	65	58	55	56	44	5	29	20	16	6	3	38	23	43	2	59	1	63	11	51	62	61	60	48	37	22	35	47	19	10	28	64	0	53	39	24	42	14	8	68	31	26	41	32	17	9	4	25	33	57	34	13	18	50	45	36	15	7	54	40	46	
40	64	45	21	51	25	68	3	32	29	15	37	57	48	0	42	13	39	66	47	52	69	53	41	36	67	12	50	33	55	4	34	22	6	30	20	38	19	61	18	62	5	26	23	7	8	63	31	11	2	54	17	24	49	59	56	9	43	60	1	14	35	46	16	58	10	44	28	27	65	
49	60	38	63	55	3	64	12	39	51	48	1	18	40	13	0	17	8	26	28	62	2	24	45	61	69	52	15	47	6	34	31	59	4	5	41	7	22	16	43	33	58	25	56	65	68	37	32	35	19	46	54	44	29	20	66	57	50	11	23	53	21	67	9	42	36	10	30	14	27	
6	17	39	9	56	4	67	51	55	23	21	58	22	26	25	38	19	33	31	40	10	42	12	3	48	41	44	11	36	35	43	63	1	61	20	68	50	49	54	0	18	53	8	66	69	60	2	34	37	24	45	28	64	16	29	65	62	46	14	7	5	27	59	13	15	52	32	47	30	57	
41	38	60	26	21	63	18	67	4	66	25	42	27	69	0	59	64	1	12	20	45	53	17	35	47	19	37	13	10	5	15	36	32	55	28	6	22	50	33	58	49	65	51	30	56	24	46	9	54	31	44	8	62	34	68	40	2	43	61	57	16	39	52	14	7	29	3	48	11	23	
69	10	15	43	68	52	25	26	17	13	46	39	11	32	63	49	24	34	36	30	41	67	12	45	0	42	66	55	65	8	28	38	48	54	3	22	64	23	4	19	20	6	61	59	7	35	2	18	62	57	53	44	40	31	21	29	58	33	51	27	14	37	5	60	47	56	50	9	16	1	
20	38	22	15	41	68	1	61	6	8	56	58	59	36	40	23	60	16	30	42	67	17	2	25	43	27	65	13	63	50	66	64	28	0	37	14	26	33	47	69	7	62	29	11	49	21	57	39	5	45	3	48	35	54	10	52	4	32	12	46	34	51	18	31	44	19	24	53	55	9	
13	19	6	28	44	51	46	11	5	29	36	42	67	21	27	68	69	16	62	45	58	9	12	60	57	55	10	24	35	49	41	65	4	64	7	1	39	53	33	48	25	54	0	15	18	8	38	52	37	32	66	20	26	30	17	14	23	22	3	2	31	63	47	59	34	61	56	40	43	50	
50	55	5	65	37	34	1	16	24	6	10	59	48	63	45	60	69	23	25	42	35	44	56	3	29	13	8	20	0	43	12	21	28	36	68	40	11	47	64	32	17	31	52	61	19	22	57	15	14	41	54	46	18	7	66	62	51	67	39	49	27	53	38	4	58	26	33	9	2	30	
23	11	3	22	56	24	57	16	14	39	30	9	69	62	49	1	26	37	29	12	31	67	64	28	20	32	18	0	40	15	17	46	58	42	61	33	21	45	4	43	63	68	38	5	66	55	44	36	34	47	51	19	6	25	10	54	53	13	35	2	27	59	60	50	65	52	48	7	8	41	
63	64	41	59	28	8	19	23	46	1	17	42	6	62	61	45	48	13	14	47	24	65	2	5	38	20	7	12	56	16	39	36	53	35	66	31	9	25	11	22	34	52	49	54	4	33	37	26	15	69	32	67	27	44	18	60	51	30	57	29	43	21	58	50	3	40	10	55	0	68	
30	61	62	15	2	37	47	3	21	68	42	57	46	40	6	31	44	22	10	16	52	1	66	7	59	32	4	17	19	54	39	13	53	69	8	36	50	18	38	23	64	20	65	67	55	58	33	51	34	11	9	35	24	5	26	63	27	41	60	49	56	25	29	14	43	48	28	12	0	45	
16	43	46	49	28	53	15	29	0	30	4	40	33	31	39	48	27	35	51	37	47	54	18	9	52	23	8	59	55	19	67	66	34	26	11	57	25	64	12	69	32	62	7	14	45	60	6	58	38	20	36	22	42	44	68	63	41	50	5	56	13	65	3	10	1	24	17	2	21	61	
27	42	45	57	49	6	38	1	18	64	34	32	52	11	40	17	21	55	25	4	41	44	24	53	28	7	31	2	47	15	9	39	12	69	54	66	13	26	14	62	3	68	50	30	33	29	37	67	36	35	63	60	20	58	48	16	59	22	56	5	46	10	19	8	0	65	23	61	51	43	
43	50	62	29	69	66	67	52	6	20	13	17	30	41	12	49	23	54	4	28	59	55	64	9	37	48	45	7	36	16	40	42	26	44	46	22	34	11	65	60	47	25	2	19	38	3	14	5	15	24	18	8	10	21	56	63	61	27	58	0	31	1	39	32	57	33	53	68	51	35	
19	53	8	26	17	2	11	58	69	21	22	24	47	57	49	3	5	0	9	46	40	10	20	56	38	23	64	48	62	28	68	54	60	42	52	67	32	12	65	30	41	36	50	44	61	55	29	14	4	31	18	15	27	66	33	25	7	16	39	13	34	59	63	35	37	1	43	45	6	51	
11	63	29	59	24	10	0	26	30	13	60	15	1	19	23	42	64	28	53	68	33	46	6	44	37	62	52	7	38	51	65	32	5	50	14	40	57	45	54	56	31	35	12	36	69	2	3	49	39	17	67	27	34	22	16	55	43	58	47	66	18	4	61	41	48	20	25	9	21	8	
69	59	49	29	62	46	50	47	38	15	61	53	24	48	43	36	37	57	35	32	9	18	30	0	2	44	22	20	64	66	8	5	55	33	40	41	6	16	63	39	60	34	26	54	7	10	67	45	52	4	31	13	1	12	27	23	42	17	19	14	65	58	51	25	56	28	3	68	11	21	
32	23	49	45	57	48	40	25	46	35	27	43	68	20	58	56	7	34	55	64	1	42	59	51	60	52	41	47	28	33	53	12	15	16	38	30	0	69	17	62	2	29	14	66	36	11	26	63	10	39	31	21	44	3	37	65	24	61	18	13	67	50	5	54	4	6	9	22	8	19	
58	60	43	25	20	59	68	54	21	52	31	29	40	56	62	24	0	61	42	2	66	27	53	8	17	64	5	44	45	7	35	16	36	18	28	1	37	51	38	39	67	50	15	4	65	19	55	33	49	10	22	48	3	30	46	12	9	69	14	23	13	57	41	26	34	32	47	63	11	6	
60	14	29	23	62	33	4	49	61	38	68	31	32	45	5	30	12	59	54	35	1	25	22	52	37	34	46	69	56	55	51	40	50	13	67	64	20	26	48	11	2	65	17	58	53	7	21	9	27	47	0	42	36	16	3	43	41	18	24	39	6	10	44	66	28	19	57	15	63	8	
36	59	11	52	19	45	47	31	0	17	51	68	33	56	64	69	23	38	34	67	60	3	2	13	4	43	5	53	54	20	12	62	66	44	35	16	48	37	49	1	21	61	26	18	8	55	25	58	29	32	6	7	41	30	57	9	22	39	40	65	14	46	24	28	63	27	42	10	15	50	
17	58	69	62	64	14	49	19	46	68	33	12	53	8	28	30	20	22	34	50	25	61	15	31	57	2	44	1	21	66	48	42	4	0	29	67	55	27	6	3	43	11	40	38	36	65	18	9	10	59	47	56	37	26	60	41	52	54	32	16	13	7	5	23	45	63	24	39	51	35	
